Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-05-28 00:00:00-04:00,83.14669543339791,83.27432374518831,80.93769721244993,81.03587341308594,872500,0.0,0.0,AOS
2024-05-29 00:00:00-04:00,80.27009168413326,80.82970428892787,79.45521495546407,79.6319351196289,1391100,0.0,0.0,AOS
2024-05-30 00:00:00-04:00,79.77919628408605,80.93769337351608,79.69083246445003,80.56461334228516,864600,0.0,0.0,AOS
2024-05-31 00:00:00-04:00,80.71188802760634,82.24345778401981,80.58425971135996,82.11582946777344,2391400,0.0,0.0,AOS
2024-06-03 00:00:00-04:00,81.99800982420014,82.2238218246728,79.74974713836514,80.70206451416016,755300,0.0,0.0,AOS
2024-06-04 00:00:00-04:00,80.44681486123456,80.68243925882432,79.59266612072045,79.7693862915039,814200,0.0,0.0,AOS
2024-06-05 00:00:00-04:00,79.8871906893439,80.84932787648985,79.1901299748792,80.5842514038086,520300,0.0,0.0,AOS
2024-06-06 00:00:00-04:00,80.42717699682092,80.90825316148154,78.91523938724055,79.4061279296875,568200,0.0,0.0,AOS
2024-06-07 00:00:00-04:00,79.04286545755889,79.88719424570641,78.76796910613669,79.60247802734375,526300,0.0,0.0,AOS
2024-06-10 00:00:00-04:00,79.23922099470866,80.04427783736534,79.12140505784521,79.99519348144531,450300,0.0,0.0,AOS
2024-06-11 00:00:00-04:00,79.720287509966,80.15227177662,78.90541831200127,80.10317993164062,466600,0.0,0.0,AOS
2024-06-12 00:00:00-04:00,82.10601392512632,82.76381025676686,81.59549314288529,82.06674194335938,712000,0.0,0.0,AOS
2024-06-13 00:00:00-04:00,81.8212907263751,82.30236684439107,80.8198814926394,82.14527893066406,687900,0.0,0.0,AOS
2024-06-14 00:00:00-04:00,81.09478461657692,81.37950086618639,79.5141229320622,80.95733642578125,699600,0.0,0.0,AOS
2024-06-17 00:00:00-04:00,80.66279275722135,82.1747225740421,80.66279275722135,82.15509033203125,714800,0.0,0.0,AOS
2024-06-18 00:00:00-04:00,82.01765589186658,83.1074290197318,81.68384779891646,82.68526458740234,782100,0.0,0.0,AOS
2024-06-20 00:00:00-04:00,82.36126444386993,82.99942093393229,81.9685521814959,82.39071655273438,643900,0.0,0.0,AOS
2024-06-21 00:00:00-04:00,82.42999218990778,82.72452827236371,81.24204297396594,82.6067123413086,1486400,0.0,0.0,AOS
2024-06-24 00:00:00-04:00,82.79325751234606,84.03029115877715,82.3907253406282,82.89143371582031,928600,0.0,0.0,AOS
2024-06-25 00:00:00-04:00,82.4005391503258,82.68525536272485,80.52534159325866,81.41876220703125,922500,0.0,0.0,AOS
2024-06-26 00:00:00-04:00,80.99660011274612,81.0555043340935,80.2798996281096,80.8787841796875,876900,0.0,0.0,AOS
2024-06-27 00:00:00-04:00,80.20136413692451,81.16350138564556,80.18172440266102,80.52534484863281,868500,0.0,0.0,AOS
